"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 01 01:55:25 GMT 2025","Wed Jan 01 01:55:26 GMT 2025","732","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Wed Jan 01 01:55:24 GMT 2025","Wed Jan 01 01:55:25 GMT 2025","656","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","Language_GET","Language_GET",""
"passed","Wed Jan 01 01:55:29 GMT 2025","Wed Jan 01 01:55:31 GMT 2025","2159","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Wed Jan 01 01:55:23 GMT 2025","Wed Jan 01 01:55:24 GMT 2025","696","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Wed Jan 01 01:55:31 GMT 2025","Wed Jan 01 01:55:32 GMT 2025","960","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Wed Jan 01 01:55:26 GMT 2025","Wed Jan 01 01:55:27 GMT 2025","642","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Wed Jan 01 01:55:19 GMT 2025","Wed Jan 01 01:55:22 GMT 2025","2937","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.createUser","tests.createUser","CreateAccount_POST","CreateAccount_POST",""
"passed","Wed Jan 01 01:55:26 GMT 2025","Wed Jan 01 01:55:26 GMT 2025","687","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Wed Jan 01 01:55:32 GMT 2025","Wed Jan 01 01:55:33 GMT 2025","665","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Wed Jan 01 01:55:32 GMT 2025","Wed Jan 01 01:55:32 GMT 2025","651","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","UserLogout_POST","UserLogout_POST",""
"passed","Wed Jan 01 01:55:22 GMT 2025","Wed Jan 01 01:55:23 GMT 2025","1728","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LoginUser_POST","LoginUser_POST",""
"passed","Wed Jan 01 01:55:27 GMT 2025","Wed Jan 01 01:55:29 GMT 2025","1641","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
