"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 04 01:45:35 GMT 2025","Sat Jan 04 01:45:35 GMT 2025","706","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","Language_GET","Language_GET",""
"passed","Sat Jan 04 01:45:38 GMT 2025","Sat Jan 04 01:45:40 GMT 2025","2648","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Sat Jan 04 01:45:44 GMT 2025","Sat Jan 04 01:45:44 GMT 2025","699","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","UserLogout_POST","UserLogout_POST",""
"passed","Sat Jan 04 01:45:37 GMT 2025","Sat Jan 04 01:45:38 GMT 2025","701","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Sat Jan 04 01:45:34 GMT 2025","Sat Jan 04 01:45:35 GMT 2025","728","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Sat Jan 04 01:45:40 GMT 2025","Sat Jan 04 01:45:43 GMT 2025","2455","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Sat Jan 04 01:45:36 GMT 2025","Sat Jan 04 01:45:37 GMT 2025","745","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Sat Jan 04 01:45:32 GMT 2025","Sat Jan 04 01:45:34 GMT 2025","1712","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LoginUser_POST","LoginUser_POST",""
"passed","Sat Jan 04 01:45:43 GMT 2025","Sat Jan 04 01:45:44 GMT 2025","867","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Sat Jan 04 01:45:35 GMT 2025","Sat Jan 04 01:45:36 GMT 2025","784","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Sat Jan 04 01:45:29 GMT 2025","Sat Jan 04 01:45:32 GMT 2025","2869","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.createUser","tests.createUser","CreateAccount_POST","CreateAccount_POST",""
"passed","Sat Jan 04 01:45:44 GMT 2025","Sat Jan 04 01:45:45 GMT 2025","699","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ForgotPassword_POST","ForgotPassword_POST",""
