"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 28 01:55:11 GMT 2024","Thu Nov 28 01:55:11 GMT 2024","613","Command line suite","Command line test","tests.APITest","tests.APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Thu Nov 28 01:55:12 GMT 2024","Thu Nov 28 01:55:12 GMT 2024","548","Command line suite","Command line test","tests.APITest","tests.APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Thu Nov 28 01:55:18 GMT 2024","Thu Nov 28 01:55:18 GMT 2024","534","Command line suite","Command line test","tests.APITest","tests.APITest","UserLogout_POST","UserLogout_POST",""
"passed","Thu Nov 28 01:55:11 GMT 2024","Thu Nov 28 01:55:12 GMT 2024","598","Command line suite","Command line test","tests.APITest","tests.APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Thu Nov 28 01:55:15 GMT 2024","Thu Nov 28 01:55:17 GMT 2024","2391","Command line suite","Command line test","tests.APITest","tests.APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Thu Nov 28 01:55:18 GMT 2024","Thu Nov 28 01:55:19 GMT 2024","547","Command line suite","Command line test","tests.APITest","tests.APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Thu Nov 28 01:55:17 GMT 2024","Thu Nov 28 01:55:18 GMT 2024","781","Command line suite","Command line test","tests.APITest","tests.APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Thu Nov 28 01:55:10 GMT 2024","Thu Nov 28 01:55:11 GMT 2024","543","Command line suite","Command line test","tests.APITest","tests.APITest","Language_GET","Language_GET",""
"passed","Thu Nov 28 01:55:12 GMT 2024","Thu Nov 28 01:55:15 GMT 2024","2087","Command line suite","Command line test","tests.APITest","tests.APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Mon Nov 25 10:23:13 GMT 2024","Mon Nov 25 10:23:16 GMT 2024","2564","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.createUser","tests.createUser","CreateAccount_POST","CreateAccount_POST",""
"passed","Thu Nov 28 01:55:07 GMT 2024","Thu Nov 28 01:55:10 GMT 2024","2592","Command line suite","Command line test","tests.APITest","tests.APITest","LoginUser_POST","LoginUser_POST",""
"passed","Thu Nov 28 01:55:10 GMT 2024","Thu Nov 28 01:55:10 GMT 2024","563","Command line suite","Command line test","tests.APITest","tests.APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
