"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 01:47:47 GMT 2025","Fri Jan 03 01:47:48 GMT 2025","1788","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Fri Jan 03 01:47:46 GMT 2025","Fri Jan 03 01:47:47 GMT 2025","693","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Fri Jan 03 01:47:38 GMT 2025","Fri Jan 03 01:47:41 GMT 2025","2938","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.createUser","tests.createUser","CreateAccount_POST","CreateAccount_POST",""
"passed","Fri Jan 03 01:47:44 GMT 2025","Fri Jan 03 01:47:44 GMT 2025","710","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","Language_GET","Language_GET",""
"passed","Fri Jan 03 01:47:52 GMT 2025","Fri Jan 03 01:47:53 GMT 2025","703","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Fri Jan 03 01:47:45 GMT 2025","Fri Jan 03 01:47:46 GMT 2025","759","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Fri Jan 03 01:47:41 GMT 2025","Fri Jan 03 01:47:43 GMT 2025","1792","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LoginUser_POST","LoginUser_POST",""
"passed","Fri Jan 03 01:47:52 GMT 2025","Fri Jan 03 01:47:52 GMT 2025","716","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","UserLogout_POST","UserLogout_POST",""
"passed","Fri Jan 03 01:47:43 GMT 2025","Fri Jan 03 01:47:44 GMT 2025","738","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Fri Jan 03 01:47:51 GMT 2025","Fri Jan 03 01:47:52 GMT 2025","1028","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Fri Jan 03 01:47:48 GMT 2025","Fri Jan 03 01:47:51 GMT 2025","2238","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Fri Jan 03 01:47:44 GMT 2025","Fri Jan 03 01:47:45 GMT 2025","786","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
