"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 28 01:45:03 GMT 2024","Sat Dec 28 01:45:06 GMT 2024","2832","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.createUser","tests.createUser","CreateAccount_POST","CreateAccount_POST",""
"passed","Sat Dec 28 01:45:10 GMT 2024","Sat Dec 28 01:45:11 GMT 2024","753","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Sat Dec 28 01:45:09 GMT 2024","Sat Dec 28 01:45:10 GMT 2024","826","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Sat Dec 28 01:45:13 GMT 2024","Sat Dec 28 01:45:15 GMT 2024","2144","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Sat Dec 28 01:45:16 GMT 2024","Sat Dec 28 01:45:17 GMT 2024","701","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","UserLogout_POST","UserLogout_POST",""
"passed","Sat Dec 28 01:45:11 GMT 2024","Sat Dec 28 01:45:13 GMT 2024","1714","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Sat Dec 28 01:45:08 GMT 2024","Sat Dec 28 01:45:08 GMT 2024","729","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Sat Dec 28 01:45:06 GMT 2024","Sat Dec 28 01:45:08 GMT 2024","1760","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LoginUser_POST","LoginUser_POST",""
"passed","Sat Dec 28 01:45:17 GMT 2024","Sat Dec 28 01:45:18 GMT 2024","712","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Sat Dec 28 01:45:08 GMT 2024","Sat Dec 28 01:45:09 GMT 2024","707","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","Language_GET","Language_GET",""
"passed","Sat Dec 28 01:45:15 GMT 2024","Sat Dec 28 01:45:16 GMT 2024","999","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Sat Dec 28 01:45:11 GMT 2024","Sat Dec 28 01:45:11 GMT 2024","702","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetLanguageList_GET","GetLanguageList_GET",""
