"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 31 01:47:11 GMT 2024","Tue Dec 31 01:47:13 GMT 2024","2827","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.createUser","tests.createUser","CreateAccount_POST","CreateAccount_POST",""
"passed","Tue Dec 31 01:47:16 GMT 2024","Tue Dec 31 01:47:17 GMT 2024","640","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Tue Dec 31 01:47:16 GMT 2024","Tue Dec 31 01:47:16 GMT 2024","566","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","Language_GET","Language_GET",""
"passed","Tue Dec 31 01:47:15 GMT 2024","Tue Dec 31 01:47:16 GMT 2024","598","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Tue Dec 31 01:47:17 GMT 2024","Tue Dec 31 01:47:18 GMT 2024","613","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Tue Dec 31 01:47:18 GMT 2024","Tue Dec 31 01:47:20 GMT 2024","1682","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Tue Dec 31 01:47:13 GMT 2024","Tue Dec 31 01:47:15 GMT 2024","1650","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LoginUser_POST","LoginUser_POST",""
"passed","Tue Dec 31 01:47:23 GMT 2024","Tue Dec 31 01:47:24 GMT 2024","819","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Tue Dec 31 01:47:20 GMT 2024","Tue Dec 31 01:47:23 GMT 2024","3186","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Tue Dec 31 01:47:18 GMT 2024","Tue Dec 31 01:47:18 GMT 2024","566","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Tue Dec 31 01:47:24 GMT 2024","Tue Dec 31 01:47:25 GMT 2024","570","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Tue Dec 31 01:47:24 GMT 2024","Tue Dec 31 01:47:24 GMT 2024","571","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","UserLogout_POST","UserLogout_POST",""
