"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 27 05:45:16 GMT 2024","Fri Dec 27 05:45:19 GMT 2024","2927","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Fri Dec 27 05:45:20 GMT 2024","Fri Dec 27 05:45:21 GMT 2024","725","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","UserLogout_POST","UserLogout_POST",""
"passed","Fri Dec 27 05:45:13 GMT 2024","Fri Dec 27 05:45:14 GMT 2024","698","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Fri Dec 27 05:45:21 GMT 2024","Fri Dec 27 05:45:22 GMT 2024","704","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Fri Dec 27 05:45:14 GMT 2024","Fri Dec 27 05:45:16 GMT 2024","2233","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Fri Dec 27 05:45:06 GMT 2024","Fri Dec 27 05:45:09 GMT 2024","3081","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.createUser","tests.createUser","CreateAccount_POST","CreateAccount_POST",""
"passed","Fri Dec 27 05:45:09 GMT 2024","Fri Dec 27 05:45:10 GMT 2024","1760","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LoginUser_POST","LoginUser_POST",""
"passed","Fri Dec 27 05:45:19 GMT 2024","Fri Dec 27 05:45:20 GMT 2024","905","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Fri Dec 27 05:45:10 GMT 2024","Fri Dec 27 05:45:11 GMT 2024","736","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Fri Dec 27 05:45:13 GMT 2024","Fri Dec 27 05:45:13 GMT 2024","754","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Fri Dec 27 05:45:11 GMT 2024","Fri Dec 27 05:45:12 GMT 2024","710","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","Language_GET","Language_GET",""
"passed","Fri Dec 27 05:45:12 GMT 2024","Fri Dec 27 05:45:13 GMT 2024","778","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
