"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 02 01:46:39 GMT 2025","Thu Jan 02 01:46:41 GMT 2025","1573","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LoginUser_POST","LoginUser_POST",""
"passed","Thu Jan 02 01:46:46 GMT 2025","Thu Jan 02 01:46:48 GMT 2025","2222","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Thu Jan 02 01:46:42 GMT 2025","Thu Jan 02 01:46:43 GMT 2025","740","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Thu Jan 02 01:46:41 GMT 2025","Thu Jan 02 01:46:42 GMT 2025","682","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Thu Jan 02 01:46:43 GMT 2025","Thu Jan 02 01:46:44 GMT 2025","710","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Thu Jan 02 01:46:48 GMT 2025","Thu Jan 02 01:46:49 GMT 2025","959","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Thu Jan 02 01:46:36 GMT 2025","Thu Jan 02 01:46:39 GMT 2025","2887","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.createUser","tests.createUser","CreateAccount_POST","CreateAccount_POST",""
"passed","Thu Jan 02 01:46:42 GMT 2025","Thu Jan 02 01:46:42 GMT 2025","657","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","Language_GET","Language_GET",""
"passed","Thu Jan 02 01:46:49 GMT 2025","Thu Jan 02 01:46:50 GMT 2025","665","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","UserLogout_POST","UserLogout_POST",""
"passed","Thu Jan 02 01:46:44 GMT 2025","Thu Jan 02 01:46:46 GMT 2025","1828","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Thu Jan 02 01:46:50 GMT 2025","Thu Jan 02 01:46:51 GMT 2025","675","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Thu Jan 02 01:46:44 GMT 2025","Thu Jan 02 01:46:44 GMT 2025","656","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.APITest","tests.APITest","GetLanguageList_GET","GetLanguageList_GET",""
