"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 23 01:49:41 GMT 2024","Mon Dec 23 01:49:42 GMT 2024","684","Command line suite","Command line test","tests.APITest","tests.APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Mon Dec 23 01:49:39 GMT 2024","Mon Dec 23 01:49:40 GMT 2024","665","Command line suite","Command line test","tests.APITest","tests.APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Mon Nov 25 10:23:13 GMT 2024","Mon Nov 25 10:23:16 GMT 2024","2564","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.createUser","tests.createUser","CreateAccount_POST","CreateAccount_POST",""
"passed","Mon Dec 23 01:49:43 GMT 2024","Mon Dec 23 01:49:45 GMT 2024","1882","Command line suite","Command line test","tests.APITest","tests.APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Mon Dec 23 01:49:45 GMT 2024","Mon Dec 23 01:49:51 GMT 2024","6308","Command line suite","Command line test","tests.APITest","tests.APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Mon Dec 23 01:49:51 GMT 2024","Mon Dec 23 01:49:52 GMT 2024","914","Command line suite","Command line test","tests.APITest","tests.APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Mon Dec 23 01:49:52 GMT 2024","Mon Dec 23 01:49:52 GMT 2024","648","Command line suite","Command line test","tests.APITest","tests.APITest","UserLogout_POST","UserLogout_POST",""
"passed","Mon Dec 23 01:49:37 GMT 2024","Mon Dec 23 01:49:39 GMT 2024","2624","Command line suite","Command line test","tests.APITest","tests.APITest","LoginUser_POST","LoginUser_POST",""
"passed","Mon Dec 23 01:49:42 GMT 2024","Mon Dec 23 01:49:43 GMT 2024","663","Command line suite","Command line test","tests.APITest","tests.APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Mon Dec 23 01:49:52 GMT 2024","Mon Dec 23 01:49:53 GMT 2024","643","Command line suite","Command line test","tests.APITest","tests.APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Mon Dec 23 01:49:40 GMT 2024","Mon Dec 23 01:49:41 GMT 2024","651","Command line suite","Command line test","tests.APITest","tests.APITest","Language_GET","Language_GET",""
"passed","Mon Dec 23 01:49:41 GMT 2024","Mon Dec 23 01:49:41 GMT 2024","719","Command line suite","Command line test","tests.APITest","tests.APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
