"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 25 10:05:45 GMT 2024","Mon Nov 25 10:05:46 GMT 2024","707","Command line suite","Command line test","tests.APITest","tests.APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Thu Nov 07 06:42:08 GMT 2024","Thu Nov 07 06:42:09 GMT 2024","1041","Default Suite","AI_Coach","APITest","APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Thu Nov 07 06:42:08 GMT 2024","Thu Nov 07 06:42:08 GMT 2024","318","Default Suite","AI_Coach","APITest","APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Mon Nov 25 10:05:37 GMT 2024","Mon Nov 25 10:05:38 GMT 2024","789","Command line suite","Command line test","tests.APITest","tests.APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Thu Nov 07 06:42:03 GMT 2024","Thu Nov 07 06:42:07 GMT 2024","3554","Default Suite","AI_Coach","APITest","APITest","LoginUser_POST","LoginUser_POST",""
"passed","Thu Nov 07 06:42:08 GMT 2024","Thu Nov 07 06:42:08 GMT 2024","228","Default Suite","AI_Coach","APITest","APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Mon Nov 25 10:05:36 GMT 2024","Mon Nov 25 10:05:36 GMT 2024","746","Command line suite","Command line test","tests.APITest","tests.APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Thu Nov 07 06:42:11 GMT 2024","Thu Nov 07 06:42:12 GMT 2024","563","Default Suite","AI_Coach","APITest","APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Thu Nov 07 06:42:09 GMT 2024","Thu Nov 07 06:42:11 GMT 2024","1970","Default Suite","AI_Coach","APITest","APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Thu Nov 07 06:42:07 GMT 2024","Thu Nov 07 06:42:07 GMT 2024","217","Default Suite","AI_Coach","APITest","APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Mon Nov 25 10:05:33 GMT 2024","Mon Nov 25 10:05:36 GMT 2024","2668","Command line suite","Command line test","tests.APITest","tests.APITest","LoginUser_POST","LoginUser_POST",""
"passed","Thu Nov 07 06:42:07 GMT 2024","Thu Nov 07 06:42:07 GMT 2024","214","Default Suite","AI_Coach","APITest","APITest","Language_GET","Language_GET",""
"passed","Mon Nov 25 10:05:41 GMT 2024","Mon Nov 25 10:05:44 GMT 2024","2670","Command line suite","Command line test","tests.APITest","tests.APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Mon Nov 25 10:05:44 GMT 2024","Mon Nov 25 10:05:45 GMT 2024","880","Command line suite","Command line test","tests.APITest","tests.APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Mon Nov 25 10:05:38 GMT 2024","Mon Nov 25 10:05:39 GMT 2024","745","Command line suite","Command line test","tests.APITest","tests.APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Mon Nov 25 10:05:39 GMT 2024","Mon Nov 25 10:05:41 GMT 2024","1815","Command line suite","Command line test","tests.APITest","tests.APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Mon Nov 25 10:05:39 GMT 2024","Mon Nov 25 10:05:39 GMT 2024","708","Command line suite","Command line test","tests.APITest","tests.APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Mon Nov 25 10:05:36 GMT 2024","Mon Nov 25 10:05:37 GMT 2024","710","Command line suite","Command line test","tests.APITest","tests.APITest","Language_GET","Language_GET",""
"passed","Thu Nov 07 06:42:12 GMT 2024","Thu Nov 07 06:42:12 GMT 2024","187","Default Suite","AI_Coach","APITest","APITest","UserLogout_POST","UserLogout_POST",""
"passed","Thu Nov 07 06:42:07 GMT 2024","Thu Nov 07 06:42:08 GMT 2024","337","Default Suite","AI_Coach","APITest","APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Mon Nov 25 10:05:45 GMT 2024","Mon Nov 25 10:05:45 GMT 2024","698","Command line suite","Command line test","tests.APITest","tests.APITest","UserLogout_POST","UserLogout_POST",""
"passed","Thu Nov 07 06:42:12 GMT 2024","Thu Nov 07 06:42:12 GMT 2024","201","Default Suite","AI_Coach","APITest","APITest","ForgotPassword_POST","ForgotPassword_POST",""
