"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 17 01:56:47 GMT 2024","Tue Dec 17 01:56:48 GMT 2024","561","Command line suite","Command line test","tests.APITest","tests.APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Tue Dec 17 01:56:55 GMT 2024","Tue Dec 17 01:56:56 GMT 2024","726","Command line suite","Command line test","tests.APITest","tests.APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Tue Dec 17 01:56:45 GMT 2024","Tue Dec 17 01:56:47 GMT 2024","2502","Command line suite","Command line test","tests.APITest","tests.APITest","LoginUser_POST","LoginUser_POST",""
"passed","Tue Dec 17 01:56:48 GMT 2024","Tue Dec 17 01:56:48 GMT 2024","540","Command line suite","Command line test","tests.APITest","tests.APITest","Language_GET","Language_GET",""
"passed","Tue Dec 17 01:56:56 GMT 2024","Tue Dec 17 01:56:57 GMT 2024","540","Command line suite","Command line test","tests.APITest","tests.APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Tue Dec 17 01:56:50 GMT 2024","Tue Dec 17 01:56:52 GMT 2024","1769","Command line suite","Command line test","tests.APITest","tests.APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Tue Dec 17 01:56:56 GMT 2024","Tue Dec 17 01:56:56 GMT 2024","540","Command line suite","Command line test","tests.APITest","tests.APITest","UserLogout_POST","UserLogout_POST",""
"passed","Tue Dec 17 01:56:48 GMT 2024","Tue Dec 17 01:56:49 GMT 2024","596","Command line suite","Command line test","tests.APITest","tests.APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Tue Dec 17 01:56:49 GMT 2024","Tue Dec 17 01:56:50 GMT 2024","582","Command line suite","Command line test","tests.APITest","tests.APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Tue Dec 17 01:56:50 GMT 2024","Tue Dec 17 01:56:50 GMT 2024","542","Command line suite","Command line test","tests.APITest","tests.APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Tue Dec 17 01:56:52 GMT 2024","Tue Dec 17 01:56:55 GMT 2024","3055","Command line suite","Command line test","tests.APITest","tests.APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Mon Nov 25 10:23:13 GMT 2024","Mon Nov 25 10:23:16 GMT 2024","2564","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.createUser","tests.createUser","CreateAccount_POST","CreateAccount_POST",""
