"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 27 01:55:30 GMT 2024","Wed Nov 27 01:55:33 GMT 2024","2794","Command line suite","Command line test","tests.APITest","tests.APITest","LoginUser_POST","LoginUser_POST",""
"passed","Wed Nov 27 01:55:44 GMT 2024","Wed Nov 27 01:55:45 GMT 2024","708","Command line suite","Command line test","tests.APITest","tests.APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Wed Nov 27 01:55:34 GMT 2024","Wed Nov 27 01:55:35 GMT 2024","777","Command line suite","Command line test","tests.APITest","tests.APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Wed Nov 27 01:55:43 GMT 2024","Wed Nov 27 01:55:44 GMT 2024","704","Command line suite","Command line test","tests.APITest","tests.APITest","UserLogout_POST","UserLogout_POST",""
"passed","Wed Nov 27 01:55:36 GMT 2024","Wed Nov 27 01:55:37 GMT 2024","706","Command line suite","Command line test","tests.APITest","tests.APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Wed Nov 27 01:55:43 GMT 2024","Wed Nov 27 01:55:43 GMT 2024","888","Command line suite","Command line test","tests.APITest","tests.APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Wed Nov 27 01:55:33 GMT 2024","Wed Nov 27 01:55:34 GMT 2024","732","Command line suite","Command line test","tests.APITest","tests.APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Mon Nov 25 10:23:13 GMT 2024","Mon Nov 25 10:23:16 GMT 2024","2564","All Test Suite","C:/Users/visha/IdeaProjects/AI_Coach","tests.createUser","tests.createUser","CreateAccount_POST","CreateAccount_POST",""
"passed","Wed Nov 27 01:55:34 GMT 2024","Wed Nov 27 01:55:34 GMT 2024","709","Command line suite","Command line test","tests.APITest","tests.APITest","Language_GET","Language_GET",""
"passed","Wed Nov 27 01:55:35 GMT 2024","Wed Nov 27 01:55:36 GMT 2024","781","Command line suite","Command line test","tests.APITest","tests.APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Wed Nov 27 01:55:39 GMT 2024","Wed Nov 27 01:55:43 GMT 2024","3839","Command line suite","Command line test","tests.APITest","tests.APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Wed Nov 27 01:55:37 GMT 2024","Wed Nov 27 01:55:39 GMT 2024","2141","Command line suite","Command line test","tests.APITest","tests.APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
